id,in_force_from,termination_dt,general_description,national_legal_bases,administrative_mechanisms,reporter_code,reporter_name_en,restrictions,measure_1_flow,measure_1_symbol,measure_1_group,measure_1_description_en,notification_1_date,notification_1_document,notification_1_url,measure_2_flow,measure_2_symbol,measure_2_group,measure_2_description_en,notification_2_date,notification_2_document,notification_2_url,notification_3_date,notification_3_document,notification_3_url,measure_3_flow,measure_3_symbol,measure_3_group,measure_3_description_en,measure_4_flow,measure_4_symbol,measure_4_group,measure_4_description_en,notification_4_date,notification_4_document,notification_4_url,notification_5_date,notification_5_document,notification_5_url,measure_5_flow,measure_5_symbol,measure_5_group,measure_5_description_en,measure_6_flow,measure_6_symbol,measure_6_group,measure_6_description_en
213,2014-10-01,,Prohibition,Code de l'environnement N° 1996-766 du 30 octobre 1996,,C384,Côte d'Ivoire,P ,import,P,P,Prohibition,2014-08-18,G/MA/QR/N/CIV/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/CIV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2014-10-01,,Prohibition,Loi 96-766 du 13 octobre 1996 portant code de l'environnement,,C384,Côte d'Ivoire,P ,import,P,P,Prohibition,2014-08-18,G/MA/QR/N/CIV/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/CIV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2014-10-01,,Prohibition,Décret N° 2103-327 du 22 mai 2013 portant interdiction de la production; de l'importation; de la commercialisation; de la détention et de l'utilisation des sachets plastiques non biodégradables sur l'ensemble du territoire national,Décret 2013-803 du 22 novembre 2013 prorogeant le délai de six (6) mois prévu à l'article 12 du Décret 2013-327 du 22 mai 2013 portant interdiction de la production; de l'importation; de la commercialisation; de la détention et de l'utilisation des sachets plastiques,C384,Côte d'Ivoire,P ,import,P,P,Prohibition,2014-08-18,G/MA/QR/N/CIV/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/CIV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2014-10-01,,Prohibition,Décret 89-02 du 4 janvier 1989,,C384,Côte d'Ivoire,P ,import,P,P,Prohibition,2014-08-18,G/MA/QR/N/CIV/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/CIV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2014-10-01,,Prohibition,Règlement N° 04/2005/CM/ UEMOA portant harmonisation des règlements relatives à l'importation; à la commercialisation; à l'utilisation et à la réexportation des substances qui appauvrissent la couche d'ozone et des équipements les contenant,,C384,Côte d'Ivoire,P ,import,P,P,Prohibition,2014-08-18,G/MA/QR/N/CIV/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/CIV/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,2014-10-01,,Import Prohibition,-Decree on Import and Export of Goods No. 114/GoL dated 6 April 2011,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,2014-10-01,,Import Prohibition,-Articles 76 & 77 of Criminal Law No.12/NA; dated 09 November 2005.-Prime Minister’s Decision on the Control and Use of Explosives in LaoPDR No. 39/PM; dated 12/7/2001,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,2014-10-01,,Import Prohibition,-Article 146 of Criminal Law No. 12/NA; dated 09 November 2005.-Law on Narcotic Drugs.-Decree implementing Law onNarcotic Drugs No. 076/PM; dated 20/2/2009.,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2014-10-01,,Import Prohibition,Fisheries Law,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2014-10-01,,Import Prohibition,Law on Printings No. 05/NA; dated 9 December 2008.,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2014-10-01,,Import Prohibition,Article 4 scope of rights of banks;Law on Bank of Lao PDR No. 05/NA.dated 14 /10/1999,,C418,Lao People's Democratic Republic,P ,import,P,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,2014-10-01,,Export Prohibition,-Article 15 of Customs Law.-National Heritage Law.-Article 2 Edict on Preservation of National cultural; historical and natural heritage,,C418,Lao People's Democratic Republic,P-X ,export,P-X,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2014-10-01,,Export Prohibition,-Article 29; Agriculture Law; No. 01/98.NA; dated 10/10/1998.-Order of the Minister of Agriculture and Forestry on the Control and Use of Bat Guano in the Country No.0613/MoAF. 05; dated 08/7/2005,,C418,Lao People's Democratic Republic,P-X ,export,P-X,P,Prohibition,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2014-10-01,,Non-Automatic Import Licensing,No 0076 /MOIC.DIMEX; Annex A,,C418,Lao People's Democratic Republic,NAL ,import,NAL,NAL,Non-automatic licensing,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,2014-10-01,,Non-Automatic Import Licensing,No 0076 /MOIC.DIMEX; Annex A,,C418,Lao People's Democratic Republic,NAL ,import,NAL,NAL,Non-automatic licensing,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,2014-10-01,,Non-Automatic Import Licensing,No 0076 /MOI C.DIMEX; Annex A,,C418,Lao People's Democratic Republic,NAL ,import,NAL,NAL,Non-automatic licensing,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2014-10-01,,Non-Automatic Export Licensing,-No 0076 /MOIC.DIMEX; Annex B,,C418,Lao People's Democratic Republic,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2014-10-12,G/MA/QR/N/LAO/1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/LAO/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2014-10-01,,Mercancías cuya importación o exportación están prohibidas,Ley de Impuestos Generales de Importación y exportación (artículo 1),,C484,Mexico,"P ,  P-X ",import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,2014-10-01,,Prohibiciones a la exportación,Ley de Impuestos Generales de Importación y exportación (artículo 1),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2014-10-01,,Permiso previo de importación por parte de la Secretaría de Economía,Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20)Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL ,import,NAL,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2014-10-01,,Permiso previo para mercancías importadas al amparo de un Acuerdo de Alcance Parcial (ALADI),Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20) Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL ,import,NAL,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,2014-10-01,,Permiso previo para mercancías importadas al amparo del TLC con Chile,Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20) Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL ,import,NAL,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2014-10-01,,Permiso previo para mercancías importadas al amparo del TLC con Uruguay,Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20); Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL ,import,NAL,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2014-10-01,,Permiso previo para la importación de vehículos usados,Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20) Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL ,import,NAL,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2014-10-01,,Permiso previo de exportación por parte de la Secretaría de Economía,Ley de Comercio Exterior (artículos 4; 5; 15; 16; 17 y 20) Reglamento Interior de la Secretaría de Economía (artículos 1; 4 y 5),,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2014-10-01,,Permiso previo de exportación para bienes de uso dual (los que son susceptibles de desvío para uso bélico),Ley de Comercio Exterior (artículos 4; 5; 15; 17 y 21) ,,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2014-10-01,,Permiso previo de exportación para mercancías de uso en las fuerzas de seguridad o de uso militar; o que se destinen a la industria militar,Ley de Comercio Exterior (artículos 4; 5; 15; 17 y 21) ,,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2014-10-01,,Permiso previo para exportación de software y demás medios que contengan tecnología de uso dual; susceptibles de desvío para uso bélico,Ley de Comercio Exterior (artículos 4; 5; 15; 17 y 21) ,,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2014-10-01,,Permiso previo para exportación de equipos; materiales y programas informáticos de uso dual; susceptibles de desvío para usos del ámbito nuclear y tecnología relacionada,Ley de Comercio Exterior (artículos 4; 5; 15; 17 y 21),,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2014-10-01,,Permiso previo para exportación de precursores y equipos de fabricación de sustancias químicas de uso dual; tecnología y sistemas informáticos asociados; patógenos animales y patógenos vegetales; susceptibles de desvío para uso bélico,Ley de Comercio Exterior (artículos 4; 5; 15; 17 y 21),,C484,Mexico,NAL-X ,export,NAL-X,NAL,Non-automatic licensing,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República Democrática Somalí,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2014-10-01,,Prohibición a la importación (embargo) de mercancías a la República Democrática Somalí,Constitución Política de los Estados Unidos Mexicanos(artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P ,import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República Islámica de Afganistán; tanto para los talibanes; como para miembros de la organización Al-Qaida,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República de Iraq,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República Democrática del Congo,Constitución Política de los Estados Unidos Mexicanos(artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República del Sudán,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2014-10-01,,Importación y exportación prohibida (embargo) para las mercancías que tengan como salida o destino la República Popular Democrática de Corea,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,"P ,  P-X ",import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2014-10-01,,Importación y exportación prohibida (embargo) para las mercancías que tengan como salida o destino la República Islámica de Irán,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,"P ,  P-X ",import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2014-10-01,,Importación y exportación prohibida (embargo) para las mercancías que tengan como salida o destino el Estado de Eritrea,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16),,C484,Mexico,"P ,  P-X ",import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,2014-10-01,,Importación y exportación prohibida (embargo) para las mercancías que tengan como salida o destino el Estado de Libia,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16,,C484,Mexico,"P ,  P-X ",import,P,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,export,P-X,P,Prohibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República Libanesa (Líbano),Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16,,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2014-10-01,,Exportación prohibida (embargo) de mercancías a la República Centroafricana,Constitución Política de los Estados Unidos Mexicanos (artículo 133) Ley de Comercio Exterior (artículos 2; 4; 5; 6; 15 y 16,,C484,Mexico,P-X ,export,P-X,P,Prohibition,2016-07-26,G/MA/QR/N/MEX/1/Rev.1,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?MetaCollection=WTO&SymbolList=G/MA/QR/N/MEX/1/Rev.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
